Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
Fin w/spade rudder,Fractional  Sloop,11.05 m,8.84 m,3.05 m,51.93 m<sup>2</sup>,1.83 m,"4,536 kg","2,030 kg",19.33,44.75,183.05,FG Foam Core,Lead,1985,,Bill Abbott Sr.,23.08,1.86,3.20,12.17 m,3.89 m,12.80 m,4.42 m,,,23.64 m<sup>2</sup>,28.29 m<sup>2</sup>,19.33,12.77 m,"<a class="""" href=""https://sailboatdata.com/sailboat/abbott-36/pdf"">PDF</a>",ABBOTT 36,00059.jpg,,Abbott Boats Ltd. (CAN),,,Volvo,Diesel,18,38 L,,189 L,,,,,,,
Long Keel,Masthead Sloop,6.10 m,4.88 m,2.23 m,18.77 m<sup>2</sup>,0.74 m,"1,134 kg",454 kg,17.59,40.00,272.48,FG,Lead,1972,,W. R. Loughlin,15.81,2.16,1.88,7.32 m,2.44 m,6.22 m,2.59 m,,,8.92 m<sup>2</sup>,8.06 m<sup>2</sup>,15.92,7.71 m,"<a class="""" href=""https://sailboatdata.com/sailboat/able-20/pdf"">PDF</a>",ABLE 20,00060.jpg,,Loughlin Boat Works.  (USA),,,,,,,,38 L,,,,,,,
Long Keel,Masthead Sloop,6.10 m,4.88 m,2.23 m,18.77 m<sup>2</sup>,0.74 m,"1,134 kg",454 kg,17.59,40.00,272.48,FG,Lead,1972,,W. R. Loughlin,15.81,2.16,1.88,7.32 m,2.44 m,6.22 m,2.59 m,,,8.92 m<sup>2</sup>,8.06 m<sup>2</sup>,15.92,7.71 m,"<a class="""" href=""https://sailboatdata.com/sailboat/able-20/pdf"">PDF</a>",ABLE 20,00061.jpg,,Loughlin Boat Works.  (USA),,,,,,,,38 L,,,,,,,
Fin with rudder on skeg,Masthead Sloop,12.80 m,9.96 m,3.86 m,74.42 m<sup>2</sup>,1.58 m,"9,833 kg","2,259 kg",16.55,22.97,277.54,FG,Lead,1989,,Chuck Paine,32.10,1.82,1.89,16.31 m,5.11 m,14.50 m,4.52 m,,,41.63 m<sup>2</sup>,32.78 m<sup>2</sup>,16.55,17.09 m,"<a class="""" href=""https://sailboatdata.com/sailboat/able-42/pdf"">PDF</a>",ABLE 42,00062.jpg,,Able Marine,,,,,,,,,,,,,,,
Catamaran Twin Dbrd.,Wing (multi element),13.45 m,,6.90 m,132.94 m<sup>2</sup>,2.70 m,"1,400 kg",,108.30,,,Composite,,2010,12,Oracle Racing Team,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ac45/pdf"">PDF</a>",AC45,00063.jpg,,Oracle Racing Team,,2011,,,,,,,,N/A,,,,,
Long Keel,Masthead Sloop,9.14 m,6.63 m,2.59 m,35.95 m<sup>2</sup>,1.32 m,"3,175 kg","1,542 kg",16.97,48.57,303.72,FG,Iron or Lead,1964,,G. William McVay,25.81,1.78,1.71,10.06 m,3.40 m,8.94 m,4.19 m,,,17.11 m<sup>2</sup>,18.73 m<sup>2</sup>,16.92,10.62 m,"<a class="""" href=""https://sailboatdata.com/sailboat/acadian-30-paceship/pdf"">PDF</a>",ACADIAN 30 (PACESHIP),00064.jpg,,Industrial Manufacturing (CAN) ,Atomic 4,1971,Universal,Gas,30,38 L,,95 L,,,,,,,
Long Keel,Masthead  Yawl,9.14 m,6.63 m,2.59 m,36.14 m<sup>2</sup>,1.31 m,"3,175 kg","1,542 kg",17.06,48.57,303.72,FG,,1968,,G. William McVay,25.81,1.78,1.61,10.06 m,3.40 m,8.53 m,3.73 m,,,17.11 m<sup>2</sup>,15.93 m<sup>2</sup>,15.60,10.62 m,"<a class="""" href=""https://sailboatdata.com/sailboat/acadian-30-ywl-paceship/pdf"">PDF</a>",ACADIAN 30 YWL (PACESHIP),00065.jpg,,Industrial Manufacturing (CAN),Atomic 4,,Universal,Gas,30,38 L,,95 L,,,3.43 m,1.80 m,,,
Long Keel,Masthead  Yawl,9.14 m,6.63 m,2.59 m,36.14 m<sup>2</sup>,1.31 m,"3,175 kg","1,542 kg",17.06,48.57,303.72,FG,,1968,,G. William McVay,25.81,1.78,1.61,10.06 m,3.40 m,8.53 m,3.73 m,,,17.11 m<sup>2</sup>,15.93 m<sup>2</sup>,15.60,10.62 m,"<a class="""" href=""https://sailboatdata.com/sailboat/acadian-30-ywl-paceship/pdf"">PDF</a>",ACADIAN 30 YWL (PACESHIP),00066.jpg,,Industrial Manufacturing (CAN),Atomic 4,,Universal,Gas,30,38 L,,95 L,,,3.43 m,1.80 m,,,
Long Keel,Masthead Sloop,12.09 m,9.14 m,3.94 m,53.14 m<sup>2</sup>,1.65 m,"10,206 kg","2,835 kg",11.53,27.78,372.02,FG,,1967,,Ted Carpentier,35.00,1.83,1.08,14.08 m,4.72 m,12.27 m,4.88 m,,,33.26 m<sup>2</sup>,29.91 m<sup>2</sup>,13.71,14.85 m,"<a class="""" href=""https://sailboatdata.com/sailboat/acapulco-40/pdf"">PDF</a>",ACAPULCO 40,00067.jpg,,Acapulco Yacht Corp. (USA),,,Isuzu,Diesel,40,473 L,,303 L,,,,,,,
Long Keel,Masthead Sloop,12.09 m,9.14 m,3.94 m,53.14 m<sup>2</sup>,1.65 m,"10,206 kg","2,835 kg",11.53,27.78,372.02,FG,,1967,,Ted Carpentier,35.00,1.83,1.08,14.08 m,4.72 m,12.27 m,4.88 m,,,33.26 m<sup>2</sup>,29.91 m<sup>2</sup>,13.71,14.85 m,"<a class="""" href=""https://sailboatdata.com/sailboat/acapulco-40/pdf"">PDF</a>",ACAPULCO 40,00068.jpg,,Acapulco Yacht Corp. (USA),,,Isuzu,Diesel,40,473 L,,303 L,,,,,,,
Fin with rudder on skeg,Masthead Sloop,8.05 m,6.25 m,2.77 m,26.01 m<sup>2</sup>,1.54 m,"2,500 kg",890 kg,14.40,35.60,285.21,FG,Iron,1975,760,Peter Norlin,20.21,2.06,1.64,10.00 m,3.00 m,8.80 m,2.50 m,,,15.00 m<sup>2</sup>,11.00 m<sup>2</sup>,14.39,10.44 m,"<a class="""" href=""https://sailboatdata.com/sailboat/accent-26-albin/pdf"">PDF</a>",ACCENT 26 (ALBIN),00069.jpg,,Shipman Marine/Albin (SWE),,1980,Yanmar,Diesel,8,,,,,,,,,,
Fin with rudder on skeg,Masthead Sloop,8.05 m,6.25 m,2.77 m,26.01 m<sup>2</sup>,1.54 m,"2,500 kg",890 kg,14.40,35.60,285.21,FG,Iron,1975,760,Peter Norlin,20.21,2.06,1.64,10.00 m,3.00 m,8.80 m,2.50 m,,,15.00 m<sup>2</sup>,11.00 m<sup>2</sup>,14.39,10.44 m,"<a class="""" href=""https://sailboatdata.com/sailboat/accent-26-albin/pdf"">PDF</a>",ACCENT 26 (ALBIN),00070.jpg,,Shipman Marine/Albin (SWE),,1980,Yanmar,Diesel,8,,,,,,,,,,
Fin w/transom hung rudder,Cat (Marconi),2.30 m,,1.25 m,3.72 m<sup>2</sup>,0.75 m,72 kg,20 kg,21.82,27.67,,FG,,2006,,Chris Mitchell,,3.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/access-23/pdf"">PDF</a>",ACCESS 2.3,00071.jpg,,,,,,,,,,,,,,,,,
Fin w/transom hung rudder,Cat (Marconi),2.30 m,,1.25 m,3.72 m<sup>2</sup>,0.75 m,72 kg,20 kg,21.82,27.67,,FG,,2006,,Chris Mitchell,,3.03,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/access-23/pdf"">PDF</a>",ACCESS 2.3,00072.jpg,,,,,,,,,,,,,,,,,
Lifting Keel,,3.60 m,,1.35 m,7.34 m<sup>2</sup>,1.10 m,144 kg,72 kg,27.22,50.16,,FG,,2003,70,Chris Mitchell,,2.60,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/access-liberty/pdf"">PDF</a>",ACCESS LIBERTY,00073.jpg,,,,,,,,,,,,,,,,,
Lifting Keel,,3.60 m,,1.35 m,7.34 m<sup>2</sup>,1.10 m,144 kg,72 kg,27.22,50.16,,FG,,2003,70,Chris Mitchell,,2.60,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/access-liberty/pdf"">PDF</a>",ACCESS LIBERTY,00074.jpg,,,,,,,,,,,,,,,,,
Fin with rudder on skeg,Masthead Sloop,7.24 m,5.94 m,2.16 m,19.51 m<sup>2</sup>,1.14 m,"1,179 kg",596 kg,17.81,50.54,156.54,FG,,1968,600,Oliver Lee /Chris Butler,14.23,2.06,3.39,7.85 m,2.34 m,6.78 m,3.05 m,,,9.17 m<sup>2</sup>,10.34 m<sup>2</sup>,17.81,8.19 m,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-24/pdf"">PDF</a>",ACHILLES 24,00075.jpg,,Butler Moldings Ltd. (UK),,1985,,,,,,,,,,,,,
Fin with rudder on skeg,Masthead Sloop,7.24 m,5.94 m,2.16 m,19.51 m<sup>2</sup>,1.14 m,"1,179 kg",596 kg,17.81,50.54,156.54,FG,,1968,600,Oliver Lee /Chris Butler,14.23,2.06,3.39,7.85 m,2.34 m,6.78 m,3.05 m,,,9.17 m<sup>2</sup>,10.34 m<sup>2</sup>,17.81,8.19 m,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-24/pdf"">PDF</a>",ACHILLES 24,00076.jpg,,Butler Moldings Ltd. (UK),,1985,,,,,,,,,,,,,
Fin with rudder on skeg,Masthead Sloop,8.46 m,7.39 m,2.74 m,32.89 m<sup>2</sup>,1.52 m,"2,495 kg","1,136 kg",18.23,45.55,172.18,FG/balsa core deck,Iron,1979,,Chris Butler,18.00,2.04,3.21,10.77 m,3.49 m,9.45 m,2.97 m,,,18.81 m<sup>2</sup>,14.04 m<sup>2</sup>,18.21,11.32 m,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-840/pdf"">PDF</a>",ACHILLES 840,00077.jpg,,Butler Achilles Ltd (UK),2001,,Volvo ,Diesel,9.5,98 L,,68 L,,,,,,,
Fin with rudder on skeg,Masthead Sloop,9.09 m,7.75 m,2.74 m,32.89 m<sup>2</sup>,1.68 m,"3,175 kg","1,360 kg",15.53,42.83,190.25,FG,Iron,1975,100,Chris Butler,21.67,1.88,2.64,10.77 m,3.49 m,9.45 m,2.97 m,,,18.81 m<sup>2</sup>,14.04 m<sup>2</sup>,15.51,11.32 m,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-9m/pdf"">PDF</a>",ACHILLES 9M,00078.jpg,,Butler Mouldings Ltd. (UK),,1984,Volvo Penta,Diesel,,57 L,,114 L,,,,,,,
Fin with rudder on skeg,Masthead Sloop,9.09 m,7.75 m,2.74 m,32.89 m<sup>2</sup>,1.68 m,"3,175 kg","1,360 kg",15.53,42.83,190.25,FG,Iron,1975,100,Chris Butler,21.67,1.88,2.64,10.77 m,3.49 m,9.45 m,2.97 m,,,18.81 m<sup>2</sup>,14.04 m<sup>2</sup>,15.51,11.32 m,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-9m/pdf"">PDF</a>",ACHILLES 9M,00079.jpg,,Butler Mouldings Ltd. (UK),,1984,Volvo Penta,Diesel,,57 L,,114 L,,,,,,,
Long Keel,Masthead Sloop,8.14 m,7.30 m,2.80 m,29.08 m<sup>2</sup>,1.25 m,"3,000 kg","1,300 kg",14.26,43.33,214.93,FG,Iron,1968,350,Lars Olof Norlin,21.49,1.96,2.21,9.97 m,3.12 m,8.35 m,3.24 m,,,15.56 m<sup>2</sup>,13.53 m<sup>2</sup>,14.26,10.45 m,"<a class="""" href=""https://sailboatdata.com/sailboat/adagio-27/pdf"">PDF</a>",ADAGIO 27,00080.jpg,,,,1982,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,10.06 m,9.49 m,2.63 m,39.02 m<sup>2</sup>,1.75 m,"2,953 kg","1,559 kg",19.33,52.80,96.34,FG,Lead,1980,100,Joe Adams,18.01,1.85,4.82,10.52 m,3.56 m,11.58 m,3.81 m,,,18.70 m<sup>2</sup>,22.06 m<sup>2</sup>,20.20,11.10 m,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-10/pdf"">PDF</a>",ADAMS 10,00081.jpg,,Adams Yachts (AU),,,,,,,,,www.adams10.yachting.org.au,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,10.06 m,9.49 m,2.63 m,39.02 m<sup>2</sup>,1.75 m,"2,953 kg","1,559 kg",19.33,52.80,96.34,FG,Lead,1980,100,Joe Adams,18.01,1.85,4.82,10.52 m,3.56 m,11.58 m,3.81 m,,,18.70 m<sup>2</sup>,22.06 m<sup>2</sup>,20.20,11.10 m,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-10/pdf"">PDF</a>",ADAMS 10,00082.jpg,,Adams Yachts (AU),,,,,,,,,www.adams10.yachting.org.au,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,10.60 m,10.10 m,2.78 m,49.33 m<sup>2</sup>,1.83 m,"3,047 kg","1,835 kg",23.94,60.22,82.39,FG,,1980,,Joe Adams,16.24,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-106/pdf"">PDF</a>",ADAMS 10.6,00083.jpg,,Joe Adams (AU),,,,,,,,,,,,,,,
Keel/Cbrd.,Cutter,13.14 m,12.38 m,3.10 m,99.68 m<sup>2</sup>,2.67 m,"6,560 kg","3,630 kg",29.03,55.34,96.33,FG,Lead,1978,80,Joe Adams,24.60,1.67,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-13/pdf"">PDF</a>",ADAMS 13,00084.jpg,1.04 m,Adams Yachts & others,,2000,,,,159 L,,299 L,,,,,,,
Keel/Cbrd.,Fractional  Sloop,6.45 m,5.33 m,2.41 m,20.44 m<sup>2</sup>,1.22 m,891 kg,,22.50,,163.88,FG,Lead,1977,,Adams,10.38,2.53,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-21/pdf"">PDF</a>",ADAMS 21,00085.jpg,0.46 m,Jarkan Yachts (AU),,,,,,,,,,,,,,,
Fin w/transom hung rudder,Fractional  Sloop,8.07 m,7.55 m,2.43 m,32.70 m<sup>2</sup>,1.47 m,"1,542 kg",,24.98,,99.84,FG,,1981,,Joe Adams,13.08,2.12,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-8/pdf"">PDF</a>",ADAMS 8,00086.jpg,,Naute Yachts (AUS),,,,,,,,,,,,,,,
Fin w/spade rudder,Masthead Sloop,9.11 m,7.77 m,3.25 m,43.48 m<sup>2</sup>,1.75 m,"2,177 kg",998 kg,26.39,45.83,129.23,FG,Lead,1985,3,Doug Peterson,11.82,2.53,5.01,12.45 m,3.68 m,11.05 m,3.73 m,,,22.90 m<sup>2</sup>,20.63 m<sup>2</sup>,26.42,12.98 m,"<a class="""" href=""https://sailboatdata.com/sailboat/adhara-30/pdf"">PDF</a>",ADHARA 30,00087.jpg,,Dencho Marine (USA),,1986,,,,,,,,,,,,,
Catamaran Twin Keel,Fractional  Sloop,11.60 m,10.40 m,7.00 m,92.00 m<sup>2</sup>,0.80 m,"7,000 kg",,25.66,,173.44,FG,,1998,,Angelo Lavranos,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-38-lavranos/pdf"">PDF</a>",ADMIRAL 38 (LAVRANOS),00088.jpg,,Admiral Yachts,,,Yanmar,Diesel; Saildrive,2x 27,520 L,,520 L,,0.74,,,0.65 m,17.60 m,
Catamaran Twin Keel,Fractional  Sloop,12.19 m,11.79 m,7.32 m,107.49 m<sup>2</sup>,0.91 m,"8,200 kg",,26.98,,139.57,FG,,2007,,Angelo Lavranos,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-40-lavranos/pdf"">PDF</a>",ADMIRAL 40 (LAVRANOS),00089.jpg,,Admiral Yachts/Celtic Yachts (ZAF),,,,Diesel,2x 30,379 L,,379 L,,0.79,,,,18.49 m,
Catamaran Twin Keel,Fractional  Sloop,15.00 m,13.80 m,8.50 m,125.00 m<sup>2</sup>,1.30 m,"10,500 kg",,26.61,,111.32,FG,,2000,,Angelo Lavranos,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-50-lavranos/pdf"">PDF</a>",ADMIRAL 50 (LAVRANOS),00090.jpg,,Admiral Yachts (ZAF),,2007,Yanmar,Diesel; Saildrive,2x 49,800 L,,800 L,,0.81,,,0.80 m,20.85 m,
Lifting Keel,Fractional  Sloop,9.00 m,8.51 m,1.73 m,39.95 m<sup>2</sup>,2.20 m,"1,100 kg",700 kg,38.21,63.63,49.74,FG,,2006,,John Swarbrick,13.04,1.69,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiralty-30/pdf"">PDF</a>",ADMIRALTY 30,00091.jpg,0.71 m,Admiralty Yachts (SINGAPORE),,,,,,,,,,,,,,,
Fin w/bulb & dual rudders,Fractional  Sloop,13.46 m,12.70 m,4.25 m,101.64 m<sup>2</sup>,3.00 m,"7,100 kg","2,700 kg",28.08,38.02,96.58,Carbon-epoxy sandwich,,2014,,Biscontini Yacht Design/Nauta Yachts,17.07,2.23,6.02,18.00 m,5.30 m,18.00 m,6.00 m,,,47.70 m<sup>2</sup>,53.98 m<sup>2</sup>,28.09,18.76 m,"<a class="""" href=""https://sailboatdata.com/sailboat/advanced-44/pdf"">PDF</a>",ADVANCED 44,00092.jpg,,Advanced Yachts (ITA),,,,Diesel,40,201 L,,,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,20.46 m,18.18 m,5.40 m,224.92 m<sup>2</sup>,3.20 m,"24,000 kg","8,600 kg",27.61,35.83,111.35,Carbon/Composite,,2011,,Reichel/Pugh,28.75,1.89,5.30,26.00 m,7.40 m,25.50 m,8.80 m,,,96.20 m<sup>2</sup>,112.19 m<sup>2</sup>,25.58,27.03 m,"<a class="""" href=""https://sailboatdata.com/sailboat/advanced-66/pdf"">PDF</a>",ADVANCED 66,00093.jpg,,Advanced Yachts (ITA),4LHA ,,Yanmar,Diesel,100,901 L,,"1,560 L",,,,,,,
Keel/Cbrd.,Staysail Ketch,15.52 m,13.03 m,4.34 m,113.99 m<sup>2</sup>,2.97 m,"17,917 kg","7,031 kg",17.00,39.24,225.70,FG,,1982,9,Walter Schutz,39.26,1.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aegean-51/pdf"">PDF</a>",AEGEAN 51,00094.jpg,1.73 m,Shannon Yachts (USA),4-236,,Perkins,Diesel,,568 L,,946 L,,,,,,,
Fin w/transom hung rudder,,6.25 m,5.41 m,2.44 m,23.23 m<sup>2</sup>,1.22 m,"1,021 kg",318 kg,23.35,31.11,179.61,FG,,1999,,Gary Mull,11.73,2.44,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aero-20-catalina/pdf"">PDF</a>",AERO 20 (CATALINA),00095.jpg,,Catalina Yachts (USA),,,,,,,,,,,,,,,
Fin w/bulb & dual rudders,Frac. Sloop (Rotating Spar),10.82 m,10.52 m,3.52 m,70.05 m<sup>2</sup>,2.50 m,"3,200 kg","1,000 kg",32.90,31.25,76.70,Composite,Lead/Water,2000,,Groupe Finot,12.04,2.41,6.78,12.41 m,3.90 m,15.40 m,5.03 m,5.55 m,17.45 m,24.20 m<sup>2</sup>,38.72 m<sup>2</sup>,29.55,13.00 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-35/pdf"">PDF</a>",AERODYNE 35,00096.jpg,,Bellamer (FIN),2GM20,,Yanmar,Diesel,18,79 L,,148 L,,,,,,,
Fin w/bulb & dual rudders,Frac. Sloop (Rotating Spar),10.82 m,10.52 m,3.52 m,70.05 m<sup>2</sup>,2.50 m,"3,200 kg","1,000 kg",32.90,31.25,76.70,Composite,Lead/Water,2000,,Groupe Finot,12.04,2.41,6.78,12.41 m,3.90 m,15.40 m,5.03 m,5.55 m,17.45 m,24.20 m<sup>2</sup>,38.72 m<sup>2</sup>,29.55,13.00 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-35/pdf"">PDF</a>",AERODYNE 35,00097.jpg,,Bellamer (FIN),2GM20,,Yanmar,Diesel,18,79 L,,148 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,11.48 m,10.43 m,3.96 m,73.86 m<sup>2</sup>,2.36 m,"5,103 kg","1,882 kg",25.42,36.89,125.44,Composite,Lead,2000,18,Rodger Martin and Steve Koopman,16.20,2.32,4.97,15.49 m,4.42 m,15.77 m,5.03 m,6.35 m,17.45 m,34.23 m<sup>2</sup>,39.66 m<sup>2</sup>,25.43,16.11 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-38/pdf"">PDF</a>",AERODYNE 38,00098.jpg,,Aerodyne Marine (ZAF),3GM30F,,Yanmar,Diesel,27,95 L,,265 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,11.48 m,10.43 m,3.96 m,73.86 m<sup>2</sup>,2.36 m,"5,103 kg","1,882 kg",25.42,36.89,125.44,Composite,Lead,2000,18,Rodger Martin and Steve Koopman,16.20,2.32,4.97,15.49 m,4.42 m,15.77 m,5.03 m,6.35 m,17.45 m,34.23 m<sup>2</sup>,39.66 m<sup>2</sup>,25.43,16.11 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-38/pdf"">PDF</a>",AERODYNE 38,00099.jpg,,Aerodyne Marine (ZAF),3GM30F,,Yanmar,Diesel,27,95 L,,265 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,12.95 m,11.83 m,4.27 m,104.61 m<sup>2</sup>,2.44 m,"7,371 kg","2,722 kg",28.19,36.92,124.20,Composite,Lead,2001,,Rodger Martin,18.73,2.21,4.92,17.68 m,4.92 m,17.27 m,5.64 m,6.67 m,19.13 m,43.46 m<sup>2</sup>,48.69 m<sup>2</sup>,24.83,18.35 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-43/pdf"">PDF</a>",AERODYNE 43,00100.jpg,,Aerodyne Marine (ZAF),3JH3,,Yanmar,Diesel,40,132 L,,303 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,12.95 m,11.83 m,4.27 m,104.61 m<sup>2</sup>,2.44 m,"7,371 kg","2,722 kg",28.19,36.92,124.20,Composite,Lead,2001,,Rodger Martin,18.73,2.21,4.92,17.68 m,4.92 m,17.27 m,5.64 m,6.67 m,19.13 m,43.46 m<sup>2</sup>,48.69 m<sup>2</sup>,24.83,18.35 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-43/pdf"">PDF</a>",AERODYNE 43,00101.jpg,,Aerodyne Marine (ZAF),3JH3,,Yanmar,Diesel,40,132 L,,303 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,14.20 m,12.83 m,4.37 m,87.14 m<sup>2</sup>,1.83 m,"11,508 kg","4,686 kg",17.45,40.72,152.00,Composite,Lead,2001,2,Rodger Martin,26.05,1.95,3.40,16.40 m,5.25 m,15.75 m,5.60 m,,,43.06 m<sup>2</sup>,44.09 m<sup>2</sup>,17.45,17.22 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-47/pdf"">PDF</a>",AERODYNE 47,00102.jpg,,Aerodyne Marine (ZAF),,,Yanmar,Diesel,56,379 L,,757 L,,,,,,,
Fin w/bulb & spade rudder,Fractional  Sloop,14.20 m,12.83 m,4.37 m,87.14 m<sup>2</sup>,1.83 m,"11,508 kg","4,686 kg",17.45,40.72,152.00,Composite,Lead,2001,2,Rodger Martin,26.05,1.95,3.40,16.40 m,5.25 m,15.75 m,5.60 m,,,43.06 m<sup>2</sup>,44.09 m<sup>2</sup>,17.45,17.22 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-47/pdf"">PDF</a>",AERODYNE 47,00103.jpg,,Aerodyne Marine (ZAF),,,Yanmar,Diesel,56,379 L,,757 L,,,,,,,
Fin with rudder on skeg,Fractional  Sloop,7.10 m,5.90 m,1.60 m,18.67 m<sup>2</sup>,1.04 m,450 kg,200 kg,32.39,44.46,61.03,Wood/FG/single chine,,1935,500,Larl Linblöm,8.19,2.11,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aile/pdf"">PDF</a>",AILE,00104.jpg,,,,,,,,,,,sites.google.com/site/monotypeaile,,,,,,
Fin with rudder on skeg,Fractional  Sloop,7.10 m,5.90 m,1.60 m,18.67 m<sup>2</sup>,1.04 m,450 kg,200 kg,32.39,44.46,61.03,Wood/FG/single chine,,1935,500,Larl Linblöm,8.19,2.11,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aile/pdf"">PDF</a>",AILE,00105.jpg,,,,,,,,,,,sites.google.com/site/monotypeaile,,,,,,
Fin w/bulb and transom hung rudder,Fractional  Sloop,6.50 m,6.45 m,2.20 m,22.00 m<sup>2</sup>,1.20 m,700 kg,250 kg,28.44,35.71,72.71,FG,Lead,2018,,Simonis Voogd Design,8.07,2.50,6.12,7.10 m,2.58 m,7.05 m,2.80 m,,7.75 m,9.15 m<sup>2</sup>,9.87 m<sup>2</sup>,24.59,7.55 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aira-22/pdf"">PDF</a>",AIRA 22,00106.jpg,0.35 m,Aira Boats,,,,Electric,,,,,,,,,,8.60 m,
Fin w/bulb and transom hung rudder,Fractional  Sloop,6.50 m,6.45 m,2.20 m,22.00 m<sup>2</sup>,1.20 m,700 kg,250 kg,28.44,35.71,72.71,FG,Lead,2018,,Simonis Voogd Design,8.07,2.50,6.12,7.10 m,2.58 m,7.05 m,2.80 m,,7.75 m,9.15 m<sup>2</sup>,9.87 m<sup>2</sup>,24.59,7.55 m,"<a class="""" href=""https://sailboatdata.com/sailboat/aira-22/pdf"">PDF</a>",AIRA 22,00107.jpg,0.35 m,Aira Boats,,,,Electric,,,,,,,,,,8.60 m,
Fin with rudder on skeg,Fractional  Sloop,7.09 m,5.84 m,1.96 m,17.47 m<sup>2</sup>,1.12 m,862 kg,,19.65,,120.59,FG,,1966,55,Oliver Lee,12.09,2.08,4.25,5.94 m,2.34 m,6.71 m,3.12 m,,,6.95 m<sup>2</sup>,10.47 m<sup>2</sup>,19.60,6.39 m,"<a class="""" href=""https://sailboatdata.com/sailboat/ajax-lee/pdf"">PDF</a>",AJAX (LEE),00108.jpg,,Halmatic (UK),,1968,,,,,,,,,,,,,
Fin with rudder on skeg,Fractional  Sloop,7.09 m,5.84 m,1.96 m,17.47 m<sup>2</sup>,1.12 m,862 kg,,19.65,,120.59,FG,,1966,55,Oliver Lee,12.09,2.08,4.25,5.94 m,2.34 m,6.71 m,3.12 m,,,6.95 m<sup>2</sup>,10.47 m<sup>2</sup>,19.60,6.39 m,"<a class="""" href=""https://sailboatdata.com/sailboat/ajax-lee/pdf"">PDF</a>",AJAX (LEE),00109.jpg,,Halmatic (UK),,1968,,,,,,,,,,,,,
