Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number,image_hash
25,30,7.24,5.94,2.16,19.51,1.14,1179.0,596.0,17.81,50.54,156.54,86,-1,1968.0,600.0,1643,14.23,2.06,3.39,7.85,2.34,6.78,3.05,,,9.17,10.34,17.81,8.19,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-24/pdf"">PDF</a>",48,00075.jpg,,Butler Moldings Ltd. (UK),,1985.0,,,,,,,,,,,,,,fbf7f7fb1c000000
25,30,7.24,5.94,2.16,19.51,1.14,1179.0,596.0,17.81,50.54,156.54,86,-1,1968.0,600.0,1643,14.23,2.06,3.39,7.85,2.34,6.78,3.05,,,9.17,10.34,17.81,8.19,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-24/pdf"">PDF</a>",48,00076.jpg,,Butler Moldings Ltd. (UK),,1985.0,,,,,,,,,,,,,,f3f3f78001070193
25,30,8.46,7.39,2.74,32.89,1.52,2495.0,1136.0,18.23,45.55,172.18,312,41,1979.0,,402,18.0,2.04,3.21,10.77,3.49,9.45,2.97,,,18.81,14.04,18.21,11.32,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-840/pdf"">PDF</a>",49,00077.jpg,,Butler Achilles Ltd (UK),2001.0,,Volvo ,Diesel,9.5,98 L,,68 L,,,,,,,,f7f7f7f7f7c2007f
25,30,9.09,7.75,2.74,32.89,1.68,3175.0,1360.0,15.53,42.83,190.25,86,41,1975.0,100.0,402,21.67,1.88,2.64,10.77,3.49,9.45,2.97,,,18.81,14.04,15.51,11.32,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-9m/pdf"">PDF</a>",50,00078.jpg,,Butler Mouldings Ltd. (UK),,1984.0,Volvo Penta,Diesel,,57 L,,114 L,,,,,,,,cffffffff0707000
25,30,9.09,7.75,2.74,32.89,1.68,3175.0,1360.0,15.53,42.83,190.25,86,41,1975.0,100.0,402,21.67,1.88,2.64,10.77,3.49,9.45,2.97,,,18.81,14.04,15.51,11.32,"<a class="""" href=""https://sailboatdata.com/sailboat/achilles-9m/pdf"">PDF</a>",50,00079.jpg,,Butler Mouldings Ltd. (UK),,1984.0,Volvo Penta,Diesel,,57 L,,114 L,,,,,,,,ffffffc1e307c381
40,30,8.14,7.3,2.8,29.08,1.25,3000.0,1300.0,14.26,43.33,214.93,86,41,1968.0,350.0,1385,21.49,1.96,2.21,9.97,3.12,8.35,3.24,,,15.56,13.53,14.26,10.45,"<a class="""" href=""https://sailboatdata.com/sailboat/adagio-27/pdf"">PDF</a>",51,00080.jpg,,,,1982.0,,,,,,,,,,,,,,f7f7f78085018381
24,13,10.06,9.49,2.63,39.02,1.75,2953.0,1559.0,19.33,52.8,96.34,86,57,1980.0,100.0,1203,18.01,1.85,4.82,10.52,3.56,11.58,3.81,,,18.7,22.06,20.2,11.1,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-10/pdf"">PDF</a>",52,00081.jpg,,Adams Yachts (AU),,,,,,,,,www.adams10.yachting.org.au,,,,,,,ffffffffd1110000
24,13,10.06,9.49,2.63,39.02,1.75,2953.0,1559.0,19.33,52.8,96.34,86,57,1980.0,100.0,1203,18.01,1.85,4.82,10.52,3.56,11.58,3.81,,,18.7,22.06,20.2,11.1,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-10/pdf"">PDF</a>",52,00082.jpg,,Adams Yachts (AU),,,,,,,,,www.adams10.yachting.org.au,,,,,,,e7e70187d7b100ff
24,13,10.6,10.1,2.78,49.33,1.83,3047.0,1835.0,23.94,60.22,82.39,86,-1,1980.0,,1203,16.24,1.94,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-106/pdf"">PDF</a>",53,00083.jpg,,Joe Adams (AU),,,,,,,,,,,,,,,,fffff7f7ff8000e7
34,9,13.14,12.38,3.1,99.68,2.67,6560.0,3630.0,29.03,55.34,96.33,86,57,1978.0,80.0,1203,24.6,1.67,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-13/pdf"">PDF</a>",54,00084.jpg,1.04,Adams Yachts & others,,2000.0,,,,159 L,,299 L,,,,,,,,ffffff0000ffe3e7
34,13,6.45,5.33,2.41,20.44,1.22,891.0,,22.5,,163.88,86,57,1977.0,,31,10.38,2.53,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-21/pdf"">PDF</a>",55,00085.jpg,0.46,Jarkan Yachts (AU),,,,,,,,,,,,,,,,fff7fffff300ff8b
24,13,8.07,7.55,2.43,32.7,1.47,1542.0,,24.98,,99.84,86,-1,1981.0,,1203,13.08,2.12,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/adams-8/pdf"">PDF</a>",56,00086.jpg,,Naute Yachts (AUS),,,,,,,,,,,,,,,,fff7fbfbff0000e3
23,30,9.11,7.77,3.25,43.48,1.75,2177.0,998.0,26.39,45.83,129.23,86,57,1985.0,3.0,560,11.82,2.53,5.01,12.45,3.68,11.05,3.73,,,22.9,20.63,26.42,12.98,"<a class="""" href=""https://sailboatdata.com/sailboat/adhara-30/pdf"">PDF</a>",57,00087.jpg,,Dencho Marine (USA),,1986.0,,,,,,,,,,,,,,03183878743e1f00
5,13,11.6,10.4,7.0,92.0,0.8,7000.0,,25.66,,173.44,86,-1,1998.0,,115,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-38-lavranos/pdf"">PDF</a>",58,00088.jpg,,Admiral Yachts,,,Yanmar,Diesel; Saildrive,2x 27,520 L,,520 L,,0.74,,,0.65,17.6,,0018fbfb6f003800
5,13,12.19,11.79,7.32,107.49,0.91,8200.0,,26.98,,139.57,86,-1,2007.0,,115,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-40-lavranos/pdf"">PDF</a>",59,00089.jpg,,Admiral Yachts/Celtic Yachts (ZAF),,,,Diesel,2x 30,379 L,,379 L,,0.79,,,,18.49,,e7fcfe02563f2e04
5,13,15.0,13.8,8.5,125.0,1.3,10500.0,,26.61,,111.32,86,-1,2000.0,,115,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiral-50-lavranos/pdf"">PDF</a>",60,00090.jpg,,Admiral Yachts (ZAF),,2007.0,Yanmar,Diesel; Saildrive,2x 49,800 L,,800 L,,0.81,,,0.8,20.85,,1838fcfceee77e00
36,13,9.0,8.51,1.73,39.95,2.2,1100.0,700.0,38.21,63.63,49.74,86,-1,2006.0,,1278,13.04,1.69,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/admiralty-30/pdf"">PDF</a>",61,00091.jpg,0.71,Admiralty Yachts (SINGAPORE),,,,,,,,,,,,,,,,ffffbf9fcf870000
18,13,13.46,12.7,4.25,101.64,3.0,7100.0,2700.0,28.08,38.02,96.58,45,-1,2014.0,,224,17.07,2.23,6.02,18.0,5.3,18.0,6.0,,,47.7,53.98,28.09,18.76,"<a class="""" href=""https://sailboatdata.com/sailboat/advanced-44/pdf"">PDF</a>",62,00092.jpg,,Advanced Yachts (ITA),,,,Diesel,40.0,201 L,,,,,,,,,,8f87878783808001
19,13,20.46,18.18,5.4,224.92,3.2,24000.0,8600.0,27.61,35.83,111.35,47,-1,2011.0,,1835,28.75,1.89,5.3,26.0,7.4,25.5,8.8,,,96.2,112.19,25.58,27.03,"<a class="""" href=""https://sailboatdata.com/sailboat/advanced-66/pdf"">PDF</a>",63,00093.jpg,,Advanced Yachts (ITA),4LHA ,,Yanmar,Diesel,100.0,901 L,,"1,560 L",,,,,,,,ffff7f0e07010000
34,35,15.52,13.03,4.34,113.99,2.97,17917.0,7031.0,17.0,39.24,225.7,86,-1,1982.0,9.0,2225,39.26,1.68,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aegean-51/pdf"">PDF</a>",64,00094.jpg,1.73,Shannon Yachts (USA),4-236,,Perkins,Diesel,,568 L,,946 L,,,,,,,,ffffff07c2003f81
24,-1,6.25,5.41,2.44,23.23,1.22,1021.0,318.0,23.35,31.11,179.61,86,-1,1999.0,,768,11.73,2.44,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aero-20-catalina/pdf"">PDF</a>",65,00095.jpg,,Catalina Yachts (USA),,,,,,,,,,,,,,,,f7f3fbfbb2018701
18,12,10.82,10.52,3.52,70.05,2.5,3200.0,1000.0,32.9,31.25,76.7,56,74,2000.0,,857,12.04,2.41,6.78,12.41,3.9,15.4,5.03,5.55,17.45,24.2,38.72,29.55,13.0,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-35/pdf"">PDF</a>",66,00096.jpg,,Bellamer (FIN),2GM20,,Yanmar,Diesel,18.0,79 L,,148 L,,,,,,,,fffff7f3f1c00000
18,12,10.82,10.52,3.52,70.05,2.5,3200.0,1000.0,32.9,31.25,76.7,56,74,2000.0,,857,12.04,2.41,6.78,12.41,3.9,15.4,5.03,5.55,17.45,24.2,38.72,29.55,13.0,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-35/pdf"">PDF</a>",66,00097.jpg,,Bellamer (FIN),2GM20,,Yanmar,Diesel,18.0,79 L,,148 L,,,,,,,,efe7e7830187030f
19,13,11.48,10.43,3.96,73.86,2.36,5103.0,1882.0,25.42,36.89,125.44,56,57,2000.0,18.0,1924,16.2,2.32,4.97,15.49,4.42,15.77,5.03,6.35,17.45,34.23,39.66,25.43,16.11,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-38/pdf"">PDF</a>",67,00098.jpg,,Aerodyne Marine (ZAF),3GM30F,,Yanmar,Diesel,27.0,95 L,,265 L,,,,,,,,80c0f0f5fff18180
19,13,11.48,10.43,3.96,73.86,2.36,5103.0,1882.0,25.42,36.89,125.44,56,57,2000.0,18.0,1924,16.2,2.32,4.97,15.49,4.42,15.77,5.03,6.35,17.45,34.23,39.66,25.43,16.11,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-38/pdf"">PDF</a>",67,00099.jpg,,Aerodyne Marine (ZAF),3GM30F,,Yanmar,Diesel,27.0,95 L,,265 L,,,,,,,,f7f7f78101ff8381
19,13,12.95,11.83,4.27,104.61,2.44,7371.0,2722.0,28.19,36.92,124.2,56,57,2001.0,,1923,18.73,2.21,4.92,17.68,4.92,17.27,5.64,6.67,19.13,43.46,48.69,24.83,18.35,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-43/pdf"">PDF</a>",68,00100.jpg,,Aerodyne Marine (ZAF),3JH3,,Yanmar,Diesel,40.0,132 L,,303 L,,,,,,,,111f7fffff780000
19,13,12.95,11.83,4.27,104.61,2.44,7371.0,2722.0,28.19,36.92,124.2,56,57,2001.0,,1923,18.73,2.21,4.92,17.68,4.92,17.27,5.64,6.67,19.13,43.46,48.69,24.83,18.35,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-43/pdf"">PDF</a>",68,00101.jpg,,Aerodyne Marine (ZAF),3JH3,,Yanmar,Diesel,40.0,132 L,,303 L,,,,,,,,efefefef85010701
19,13,14.2,12.83,4.37,87.14,1.83,11508.0,4686.0,17.45,40.72,152.0,56,57,2001.0,2.0,1923,26.05,1.95,3.4,16.4,5.25,15.75,5.6,,,43.06,44.09,17.45,17.22,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-47/pdf"">PDF</a>",69,00102.jpg,,Aerodyne Marine (ZAF),,,Yanmar,Diesel,56.0,379 L,,757 L,,,,,,,,dbdbdbf1300000e3
19,13,14.2,12.83,4.37,87.14,1.83,11508.0,4686.0,17.45,40.72,152.0,56,57,2001.0,2.0,1923,26.05,1.95,3.4,16.4,5.25,15.75,5.6,,,43.06,44.09,17.45,17.22,"<a class="""" href=""https://sailboatdata.com/sailboat/aerodyne-47/pdf"">PDF</a>",69,00103.jpg,,Aerodyne Marine (ZAF),,,Yanmar,Diesel,56.0,379 L,,757 L,,,,,,,,fffffff700848783
25,13,7.1,5.9,1.6,18.67,1.04,450.0,200.0,32.39,44.46,61.03,598,-1,1935.0,500.0,1383,8.19,2.11,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aile/pdf"">PDF</a>",70,00104.jpg,,,,,,,,,,,sites.google.com/site/monotypeaile,,,,,,,01232b6b6a6e4cff
25,13,7.1,5.9,1.6,18.67,1.04,450.0,200.0,32.39,44.46,61.03,598,-1,1935.0,500.0,1383,8.19,2.11,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/aile/pdf"">PDF</a>",70,00105.jpg,,,,,,,,,,,sites.google.com/site/monotypeaile,,,,,,,e7e7f7d3f38081c3
20,13,6.5,6.45,2.2,22.0,1.2,700.0,250.0,28.44,35.71,72.71,86,57,2018.0,,2009,8.07,2.5,6.12,7.1,2.58,7.05,2.8,,7.75,9.15,9.87,24.59,7.55,"<a class="""" href=""https://sailboatdata.com/sailboat/aira-22/pdf"">PDF</a>",71,00106.jpg,0.35,Aira Boats,,,,Electric,,,,,,,,,,8.6,,3f3fbfbfc7410101
20,13,6.5,6.45,2.2,22.0,1.2,700.0,250.0,28.44,35.71,72.71,86,57,2018.0,,2009,8.07,2.5,6.12,7.1,2.58,7.05,2.8,,7.75,9.15,9.87,24.59,7.55,"<a class="""" href=""https://sailboatdata.com/sailboat/aira-22/pdf"">PDF</a>",71,00107.jpg,0.35,Aira Boats,,,,Electric,,,,,,,,,,8.6,,efe7e7e781038783
25,13,7.09,5.84,1.96,17.47,1.12,862.0,,19.65,,120.59,86,-1,1966.0,55.0,1642,12.09,2.08,4.25,5.94,2.34,6.71,3.12,,,6.95,10.47,19.6,6.39,"<a class="""" href=""https://sailboatdata.com/sailboat/ajax-lee/pdf"">PDF</a>",72,00108.jpg,,Halmatic (UK),,1968.0,,,,,,,,,,,,,,ffffefe7f7ff0000
25,13,7.09,5.84,1.96,17.47,1.12,862.0,,19.65,,120.59,86,-1,1966.0,55.0,1642,12.09,2.08,4.25,5.94,2.34,6.71,3.12,,,6.95,10.47,19.6,6.39,"<a class="""" href=""https://sailboatdata.com/sailboat/ajax-lee/pdf"">PDF</a>",72,00109.jpg,,Halmatic (UK),,1968.0,,,,,,,,,,,,,,f3f3ebfbdbd20081
23,30,8.52,7.06,2.74,33.82,1.52,2812.0,1225.0,17.31,43.55,222.52,86,-1,1978.0,12.0,297,20.86,1.96,2.48,11.23,3.42,9.54,3.05,,,19.18,14.54,17.26,11.74,"<a class="""" href=""https://sailboatdata.com/sailboat/ajax-28/pdf"">PDF</a>",73,00110.jpg,,Ajax (CAN),,1982.0,Yanmar,Diesel,12.0,,,,,,,,,,,f7f7c381c3df8083
18,13,9.5,9.5,3.69,79.9,2.4,2900.0,950.0,40.07,32.75,94.24,56,-1,2005.0,,1468,11.44,2.61,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/akilaria-950/pdf"">PDF</a>",74,00111.jpg,,MC Tec shipyard (TUN),,,Nanni,Diesel,21.0,,,,,,,,,,,fffffffff1300800
62,30,5.64,5.18,2.11,14.68,0.55,680.0,218.0,19.33,32.0,136.3,590,-1,1960.0,,1744,10.09,2.42,3.93,7.01,1.89,6.1,2.65,,,6.62,8.08,19.37,7.26,"<a class="""" href=""https://sailboatdata.com/sailboat/alacrity-19/pdf"">PDF</a>",75,00112.jpg,,Russell Marine Ltd. /Hurley Marine Ltd.,,,,,,,,,,,,,,,,ffffff70607c0800
62,30,5.64,5.18,2.11,14.68,0.55,680.0,218.0,19.33,32.0,136.3,590,-1,1960.0,,1744,10.09,2.42,3.93,7.01,1.89,6.1,2.65,,,6.62,8.08,19.37,7.26,"<a class="""" href=""https://sailboatdata.com/sailboat/alacrity-19/pdf"">PDF</a>",75,00113.jpg,,Russell Marine Ltd. /Hurley Marine Ltd.,,,,,,,,,,,,,,,,fffbfbfbf7000001
51,30,6.55,5.89,2.34,19.05,1.16,1021.0,,19.15,,139.07,86,-1,1975.0,,722,11.53,2.34,3.85,7.86,2.44,6.4,2.96,,,9.59,9.46,19.15,8.23,"<a class="""" href=""https://sailboatdata.com/sailboat/alacrity-670-alacrity-22/pdf"">PDF</a>",76,00114.jpg,,Russell Marine (UK),,,,,,,,,,,,,,,,ffefc101c3ef01ff
25,9,10.06,8.38,3.25,53.42,1.45,6123.0,2132.0,16.28,34.81,289.79,86,-1,1977.0,,1825,30.57,1.8,1.77,12.8,4.85,11.02,4.06,,,31.04,22.4,16.29,13.69,"<a class="""" href=""https://sailboatdata.com/sailboat/alajuela-33/pdf"">PDF</a>",77,00115.jpg,,Alajuela Yacht Corp. (USA),,,Pisces,Diesel,27.0,189 L,,284 L,,,,,,13.89,,feffffff3e04c000
25,9,10.06,8.38,3.25,53.42,1.45,6123.0,2132.0,16.28,34.81,289.79,86,-1,1977.0,,1825,30.57,1.8,1.77,12.8,4.85,11.02,4.06,,,31.04,22.4,16.29,13.69,"<a class="""" href=""https://sailboatdata.com/sailboat/alajuela-33/pdf"">PDF</a>",77,00116.jpg,,Alajuela Yacht Corp. (USA),,,Pisces,Diesel,27.0,189 L,,284 L,,,,,,13.89,,e7e7c7f784008783
42,9,14.02,9.93,3.51,81.75,1.7,12247.0,4536.0,15.71,37.04,348.55,86,57,1974.0,72.0,441,44.07,1.54,1.29,14.6,6.0,13.11,5.36,,,43.77,35.15,15.16,15.78,"<a class="""" href=""https://sailboatdata.com/sailboat/alajuela-38/pdf"">PDF</a>",78,00117.jpg,,Alajuela Yacht Corp. (USA),,1985.0,Pisces,Diesel,40.0,284 L,1.93,379 L,,,,,,16.46,,0004000a0f1efef8
42,9,14.02,9.93,3.51,81.75,1.7,12247.0,4536.0,15.71,37.04,348.55,86,57,1974.0,72.0,441,44.07,1.54,1.29,14.6,6.0,13.11,5.36,,,43.77,35.15,15.16,15.78,"<a class="""" href=""https://sailboatdata.com/sailboat/alajuela-38/pdf"">PDF</a>",78,00118.jpg,,Alajuela Yacht Corp. (USA),,1985.0,Pisces,Diesel,40.0,284 L,1.93,379 L,,,,,,16.46,,ffeff7f780018383
25,28,16.38,12.34,4.22,129.6,2.06,13381.0,4536.0,23.47,33.9,198.25,86,-1,1981.0,7.0,1825,31.01,1.79,3.04,16.97,7.71,16.2,5.39,,,65.44,43.7,19.77,18.64,"<a class="""" href=""https://sailboatdata.com/sailboat/alajuela-48/pdf"">PDF</a>",79,00119.jpg,,Alajuela Yacht Corp. (USA),,,Westerbeke,Diesel,70.0,530 L,,908 L,,,9.88,3.41,,,,f7f7f7b797970100
10,13,4.57,4.52,1.55,11.61,1.27,109.0,,51.83,,32.85,560,-1,1954.0,8258.0,2154,2.86,3.27,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albacore/pdf"">PDF</a>",80,00120.jpg,0.2,Many,,,,,,,,,,,,,,,,fffbdb9bfdff0a00
10,13,4.57,4.52,1.55,11.61,1.27,109.0,,51.83,,32.85,560,-1,1954.0,8258.0,2154,2.86,3.27,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albacore/pdf"">PDF</a>",80,00121.jpg,0.2,Many,,,,,,,,,,,,,,,,f3e7e3d3bf8000e7
51,13,5.7,4.95,2.0,11.98,1.15,400.0,130.0,22.48,32.54,91.93,86,-1,1989.0,,545,6.55,2.74,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albatros-570/pdf"">PDF</a>",81,00122.jpg,0.25,Albatros Boats (GER),,,,,,,,,,,,,,,,ffffff080c1c0080
24,30,5.8,5.1,2.15,16.26,0.9,600.0,250.0,23.28,41.65,126.13,86,-1,1973.0,,544,8.7,2.57,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albatros-580/pdf"">PDF</a>",82,00123.jpg,,Albatros Boats (GER),,,,,,,,,,,,,,,,fffffffffffc0000
36,13,9.5,7.01,3.2,38.09,1.9,3300.0,,17.53,,266.93,86,-1,1990.0,100.0,1911,19.28,2.17,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albatros-950/pdf"">PDF</a>",83,00124.jpg,0.45,Astillero Zimmermann,,,,,,,,,,,,,,,,effe3c3c2c0e81af
36,13,9.5,7.01,3.2,38.09,1.9,3300.0,,17.53,,266.93,86,-1,1990.0,100.0,1911,19.28,2.17,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/albatros-950/pdf"">PDF</a>",83,00125.jpg,0.45,Astillero Zimmermann,,,,,,,,,,,,,,,,f7f7f7f70001c381
25,30,7.85,6.4,2.8,26.01,1.4,2200.0,800.0,15.68,36.37,233.8,86,-1,1977.0,,816,17.41,2.17,2.2,9.61,3.37,8.2,2.4,,,16.2,9.83,15.69,10.18,"<a class="""" href=""https://sailboatdata.com/sailboat/albatroz-27/pdf"">PDF</a>",84,00126.jpg,,Cabrasmar (BRA),,,,,,61 L,,91 L,,,,,,,,f7e7ffc701830707
40,30,6.71,4.88,2.13,21.93,0.94,1451.0,699.0,17.43,48.13,348.77,86,-1,1970.0,180.0,344,20.79,1.9,1.43,8.46,2.67,7.32,2.9,,,11.28,10.59,17.39,8.87,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-22/pdf"">PDF</a>",85,00127.jpg,,Nye Yachts (CAN),,,,,,,,,,,,,,,,ffffffff10382002
40,30,6.71,4.88,2.13,21.93,0.94,1451.0,699.0,17.43,48.13,348.77,86,-1,1970.0,180.0,344,20.79,1.9,1.43,8.46,2.67,7.32,2.9,,,11.28,10.59,17.39,8.87,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-22/pdf"">PDF</a>",85,00128.jpg,,Nye Yachts (CAN),,,,,,,,,,,,,,,,ffffffff8383f3c1
40,30,8.92,6.78,2.8,38.74,1.37,4082.0,1814.0,15.47,44.44,364.76,174,57,1976.0,80.0,344,29.85,1.77,1.22,11.28,3.66,9.75,3.71,,,20.62,18.08,15.45,11.86,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-29/pdf"">PDF</a>",86,00129.jpg,,Nye Yachts (CAN),,1985.0,Yanmar,Diesel,15.0,45 L,,114 L,,,,,,,,f8fcfffffff40000
40,30,8.92,6.78,2.8,38.74,1.37,4082.0,1814.0,15.47,44.44,364.76,174,57,1976.0,80.0,344,29.85,1.77,1.22,11.28,3.66,9.75,3.71,,,20.62,18.08,15.45,11.86,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-29/pdf"">PDF</a>",86,00130.jpg,,Nye Yachts (CAN),,1985.0,Yanmar,Diesel,15.0,45 L,,114 L,,,,,,,,f7fff7ff0183ffc7
40,30,9.22,6.61,2.67,38.09,1.3,4082.0,1497.0,15.21,36.67,394.84,86,41,1962.0,700.0,344,31.9,1.69,1.06,10.97,3.2,9.45,4.34,,,17.56,20.52,15.21,11.43,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-30/pdf"">PDF</a>",87,00131.jpg,,Whitby Boat Works Ltd. (CAN),Atomic 4,1987.0,Universal,Gas,30.0,57 L,,114 L,,,,,,,,ffefffffff3c3000
40,30,9.22,6.61,2.67,38.09,1.3,4082.0,1497.0,15.21,36.67,394.84,86,41,1962.0,700.0,344,31.9,1.69,1.06,10.97,3.2,9.45,4.34,,,17.56,20.52,15.21,11.43,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-30/pdf"">PDF</a>",87,00132.jpg,,Whitby Boat Works Ltd. (CAN),Atomic 4,1987.0,Universal,Gas,30.0,57 L,,114 L,,,,,,,,ffffffff0000ff03
40,30,10.39,7.77,3.07,52.68,1.6,6350.0,2948.0,15.67,46.43,376.93,86,-1,1984.0,4.0,344,35.51,1.68,1.17,13.18,4.19,11.73,4.27,,,27.62,25.04,15.67,13.83,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-34/pdf"">PDF</a>",88,00133.jpg,,Nye Yachts (CAN),,,,,,,,151 L,,,,,,,,fffff7c3ff0081f7
40,30,10.59,7.32,2.95,50.63,1.57,5715.0,2404.0,16.16,42.06,406.9,224,58,1961.0,280.0,344,34.82,1.67,1.05,12.34,4.05,10.67,4.8,,,24.98,25.61,16.15,12.99,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-35/pdf"">PDF</a>",89,00134.jpg,,Pearson Yachts (USA),Atomic 4,1967.0,Universal,Gas,27.0,114 L,,182 L,,,,,,13.56,,2ebfffffffffe000
40,30,10.59,7.32,2.95,50.63,1.57,5715.0,2404.0,16.16,42.06,406.9,224,58,1961.0,280.0,344,34.82,1.67,1.05,12.34,4.05,10.67,4.8,,,24.98,25.61,16.15,12.99,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-35/pdf"">PDF</a>",89,00135.jpg,,Pearson Yachts (USA),Atomic 4,1967.0,Universal,Gas,27.0,114 L,,182 L,,,,,,13.56,,f7ffffff0000c783
40,30,11.33,8.08,3.1,60.02,1.68,7620.0,2948.0,15.82,38.69,403.02,86,57,1967.0,248.0,344,39.8,1.59,1.05,13.49,4.27,11.73,5.33,,,28.78,31.3,15.83,14.15,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-37/pdf"">PDF</a>",90,00136.jpg,,Whitby Boat Works Ltd. (CAN),MD2B,1988.0,Volvo,Diesel,23.0,132 L,,227 L,,,,,,,,f7f7e7c7d3f78183
40,30,11.33,8.08,3.1,60.02,1.68,7620.0,2948.0,15.82,38.69,403.02,86,57,1967.0,248.0,344,39.8,1.59,1.05,13.49,4.27,11.73,5.33,,,28.78,31.3,15.83,14.15,"<a class="""" href=""https://sailboatdata.com/sailboat/alberg-37/pdf"">PDF</a>",90,00137.jpg,,Whitby Boat Works Ltd. (CAN),MD2B,1988.0,Volvo,Diesel,23.0,132 L,,227 L,,,,,,,,ffffffff0080ffc3
51,13,5.74,5.0,2.41,15.51,1.3,800.0,255.0,18.34,31.86,178.53,86,-1,1977.0,400.0,1941,10.12,2.62,3.14,6.65,2.25,6.7,2.4,,,7.48,8.04,18.34,7.02,"<a class="""" href=""https://sailboatdata.com/sailboat/albin-57/pdf"">PDF</a>",91,00138.jpg,0.6,Albin Marine (SWE),,1981.0,,,,,,,,,,,,,,ffdf9f3f3f9f0000
51,13,5.74,5.0,2.41,15.51,1.3,800.0,255.0,18.34,31.86,178.53,86,-1,1977.0,400.0,1941,10.12,2.62,3.14,6.65,2.25,6.7,2.4,,,7.48,8.04,18.34,7.02,"<a class="""" href=""https://sailboatdata.com/sailboat/albin-57/pdf"">PDF</a>",91,00139.jpg,0.6,Albin Marine (SWE),,1981.0,,,,,,,,,,,,,,f7e7f7d30101dfe7
24,13,7.8,6.65,2.76,23.04,1.49,2350.0,950.0,13.29,40.42,222.64,86,-1,1979.0,,1732,18.52,2.1,2.23,9.3,2.85,9.5,2.7,,,13.25,12.83,15.04,9.73,"<a class="""" href=""https://sailboatdata.com/sailboat/albin-78/pdf"">PDF</a>",92,00140.jpg,,Albin Marine (SWE),,1984.0,Volvo Penta,Diesel,,,,,,,,,,,,f7e7f7d7d3c5007f
