Hull Type,Rigging Type,LOA,LWL,Beam,S.A. (reported),Draft (max),Displacement,Ballast,S.A./Disp.,Bal./Disp.,Disp./Len.,Construction,Ballast Type,First Built,# Built,Designer,Comfort Ratio,Capsize Screening Formula,S#,I,J,P,E,SPL/TPS,ISP,S.A. Fore,S.A. Main,S.A./Disp. (calc.),Est. Forestay Len.,Download Boat Record,name,img_path,Draft (min),Builder,Model,Last Built,Make,Type,HP,Fuel,Headroom,Water,Website,KSP,PY,EY,Bridgedeck Clearance,Mast Height from DWL,Bruce Number
23,13,11.05,8.84,3.05,51.93,1.83,4536.0,2030.0,19.33,44.75,183.05,131,52,1985.0,,192,23.08,1.86,3.2,12.17,3.89,12.8,4.42,,,23.64,28.29,19.33,12.77,"<a class="""" href=""https://sailboatdata.com/sailboat/abbott-36/pdf"">PDF</a>",38,00058.jpg,,38,-1,,143,12,45,186,,106,-1,,,,,,
19,13,10.01,8.89,2.97,52.95,2.13,1950.0,992.0,34.59,50.88,77.34,89,52,1999.0,10.0,342,10.57,2.4,7.47,12.42,3.66,12.8,4.72,,,22.71,30.24,34.59,12.95,"<a class="""" href=""https://sailboatdata.com/sailboat/synergy-1000/pdf"">PDF</a>",6301,09342.jpg,,2663,599,,54,48,-1,-1,,-1,-1,,,,,,
23,30,13.36,9.91,3.35,75.53,1.78,10206.0,3629.0,16.39,35.56,292.61,89,-1,1962.0,10.0,2214,39.73,1.56,1.8,14.94,5.24,13.23,5.85,,,39.15,38.72,16.89,15.83,"<a class="""" href=""https://sailboatdata.com/sailboat/islander-44/pdf"">PDF</a>",3354,05020.jpg,,2858,635,,133,12,185,123,,127,-1,,,,,16.46,
23,30,11.16,9.06,3.65,57.97,2.11,6700.0,2540.0,16.65,37.91,251.18,89,52,1988.0,55.0,795,26.32,1.96,2.13,14.55,4.3,12.7,4.2,,,31.29,26.67,16.64,15.17,"<a class="""" href=""https://sailboatdata.com/sailboat/swan-36-2/pdf"">PDF</a>",6217,09211.jpg,,1844,37,1996.0,150,12,77,61,,134,-1,,,,,,
42,30,6.0,5.03,2.36,16.91,0.86,1134.0,454.0,15.85,40.0,248.45,89,-1,1977.0,,-1,14.47,2.29,2.05,8.08,2.04,6.74,2.49,,,8.25,8.39,15.59,8.33,"<a class="""" href=""https://sailboatdata.com/sailboat/nordic-halman-20/pdf"">PDF</a>",4497,06679.jpg,,1138,-1,,-1,-1,-1,-1,1.52,-1,-1,,,,,9.14,
24,13,7.47,6.4,2.54,24.62,0.63,1225.0,408.0,21.92,33.33,130.15,169,-1,1984.0,,1564,11.24,2.4,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/seaward-23/pdf"">PDF</a>",5605,08302.jpg,,1130,-1,2002.0,-1,-1,-1,-1,,-1,-1,,,,,9.91,
40,28,9.45,7.37,2.84,,1.42,5080.0,2540.0,,50.0,354.11,89,-1,1968.0,40.0,495,33.71,1.67,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/elizabethan-31-ketch/pdf"">PDF</a>",1994,02947.jpg,,2087,-1,1976.0,-1,-1,-1,92,,90,-1,,,,,,
16,13,8.89,5.79,1.96,26.57,1.19,1696.0,998.0,19.04,58.82,243.42,550,-1,1928.0,,1176,22.0,1.66,2.43,8.02,2.04,10.06,3.66,,,8.19,18.39,19.05,8.27,"<a class="""" href=""https://sailboatdata.com/sailboat/dragon-int/pdf"">PDF</a>",1777,02627.jpg,,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
57,30,7.62,6.46,4.27,27.87,1.07,544.0,,42.59,,56.22,424,-1,1964.0,,1384,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/kraken-25/pdf"">PDF</a>",3545,05294.jpg,0.28,2105,-1,,-1,-1,-1,-1,,-1,-1,1.15,,,,,
5,13,12.37,11.67,8.0,88.91,1.2,7240.0,,24.24,,126.93,89,-1,1997.0,250.0,2128,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/lagoon-410/pdf"">PDF</a>",3572,05333.jpg,,300,-1,2006.0,-1,24,161,113,,221,-1,0.76,,,,18.29,
19,13,11.1,10.2,3.6,66.7,2.05,6200.0,2200.0,20.17,35.48,162.9,89,52,2005.0,,1985,22.95,1.98,3.6,15.6,3.95,14.65,4.9,,,30.81,35.9,20.17,16.09,"<a class="""" href=""https://sailboatdata.com/sailboat/arcona-370/pdf"">PDF</a>",285,00414.jpg,,197,155,,176,12,-1,64,,130,-1,,,,,18.5,
40,28,9.4,,3.2,41.9,1.2,4500.0,2000.0,15.68,44.44,,89,39,1972.0,,633,,1.96,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/viksund-31-goldfish-ms/pdf"">PDF</a>",6749,09972.jpg,,2810,482,,150,12,126,113,,118,-1,,,,,,
18,13,10.0,8.76,3.39,49.98,1.98,3800.0,1650.0,20.94,43.43,157.54,126,52,2009.0,,1097,17.47,2.19,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/jpk-1010/pdf"">PDF</a>",3440,05140.jpg,,1422,600,,143,12,45,171,,346,-1,,,,,,
24,30,7.26,6.12,2.57,20.72,1.22,1678.0,680.0,14.96,40.54,204.02,89,-1,1972.0,,450,15.78,2.18,2.41,8.53,2.74,7.1,2.53,,,11.71,8.98,14.93,8.96,"<a class="""" href=""https://sailboatdata.com/sailboat/mirage-24/pdf"">PDF</a>",4057,06041.jpg,,1763,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,29,4.88,4.88,1.88,15.51,1.37,431.0,142.0,27.7,33.05,103.54,89,-1,1968.0,,1495,8.12,2.51,5.39,2.44,4.57,6.1,2.74,,,5.57,8.36,24.88,5.18,"<a class="""" href=""https://sailboatdata.com/sailboat/devon-yawl/pdf"">PDF</a>",1700,02515.jpg,0.28,595,-1,,-1,-1,-1,-1,,-1,-1,,3.05,0.91,,,
23,13,8.43,7.29,2.44,28.71,0.91,2359.0,1179.0,16.52,50.0,169.62,89,-1,1982.0,,2154,20.1,1.85,3.03,8.69,3.2,8.84,3.35,,,13.9,14.82,16.53,9.26,"<a class="""" href=""https://sailboatdata.com/sailboat/lancer-28t-mk5/pdf"">PDF</a>",3605,05380.jpg,,1507,-1,,-1,-1,-1,-1,1.88,267,-1,,,,,11.58,
24,13,5.8,5.15,2.2,21.93,1.2,650.0,280.0,29.77,43.06,132.54,89,-1,2012.0,,1965,9.07,2.56,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/fareast-18r/pdf"">PDF</a>",2218,03282.jpg,,2432,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
36,30,6.7,5.34,2.77,17.65,1.4,1087.0,318.0,17.02,29.22,198.9,306,39,1974.0,400.0,1284,10.38,2.72,2.73,8.2,2.56,7.25,1.98,,,10.5,7.18,17.05,8.59,"<a class="""" href=""https://sailboatdata.com/sailboat/e-boat-everitt/pdf"">PDF</a>",1909,02813.jpg,0.25,916,-1,2009.0,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,8.25,6.4,2.85,25.46,1.45,2200.0,960.0,15.34,43.63,233.8,89,39,1972.0,620.0,1409,16.72,2.21,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/poker-jeanneau/pdf"">PDF</a>",5007,07453.jpg,,1374,-1,1978.0,-1,-1,-1,-1,,377,-1,,,,,,
10,24,3.63,,1.47,6.97,1.07,75.0,,39.91,,,89,-1,1965.0,1173.0,776,,3.52,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/otter/pdf"">PDF</a>",4721,07020.jpg,,1396,-1,1988.0,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,9.3,6.71,2.74,25.73,1.52,3048.0,1461.0,12.48,47.92,281.74,89,39,1971.0,,710,22.66,1.91,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/javelin-30-parker/pdf"">PDF</a>",3385,05062.jpg,,1647,-1,,19,12,62,186,,-1,-1,,,,,,
25,28,14.7,11.45,4.31,97.55,1.96,17183.0,5520.0,14.96,32.12,318.91,89,-1,1976.0,5.0,524,42.18,1.69,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/contest-48/pdf"">PDF</a>",1431,02133.jpg,,673,-1,1978.0,150,12,188,8,,51,-1,,,,,,
31,30,13.18,9.75,3.76,75.25,3.12,10659.0,5262.0,15.86,49.36,320.16,89,52,1969.0,,2218,36.18,1.73,1.52,16.15,5.43,13.72,4.57,,,43.82,31.35,15.84,17.04,"<a class="""" href=""https://sailboatdata.com/sailboat/columbia-43-cb/pdf"">PDF</a>",1271,01897.jpg,1.5,624,-1,1974.0,89,48,-1,92,,103,-1,,,,,,
5,13,13.6,13.28,7.3,98.4,1.16,7700.0,,25.75,,91.63,89,-1,2020.0,,-1,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/max-cruise-44sc/pdf"">PDF</a>",3930,05863.jpg,,1694,-1,,-1,12,94,-1,,-1,-1,0.82,,,0.8,,
19,30,14.35,11.53,4.4,90.86,2.5,14197.0,5171.0,15.82,36.42,258.1,89,52,1989.0,28.0,793,34.09,1.83,1.99,17.7,5.7,15.7,5.15,,,50.44,40.43,15.82,18.59,"<a class="""" href=""https://sailboatdata.com/sailboat/swan-46-mkii/pdf"">PDF</a>",6234,09239.jpg,,1844,-1,1997.0,98,12,157,183,,234,-1,,,,,,
25,28,16.99,14.1,4.88,139.45,2.87,21772.0,9072.0,18.26,41.67,216.6,89,-1,1980.0,,493,37.65,1.76,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/pedrick-55-cheoy-lee/pdf"">PDF</a>",4909,07316.jpg,,573,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,9.45,7.4,2.6,33.82,1.41,3000.0,1440.0,16.58,47.99,206.29,420,52,1965.0,,575,22.36,1.82,2.58,10.45,3.1,9.03,3.9,,,16.19,17.62,16.58,10.9,"<a class="""" href=""https://sailboatdata.com/sailboat/dogger/pdf"">PDF</a>",1754,02592.jpg,,-1,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
40,30,9.37,7.52,2.87,38.46,1.4,4196.0,1905.0,15.08,45.41,275.03,89,-1,1974.0,904.0,1606,27.2,1.8,1.78,11.52,3.63,10.0,3.51,,,20.89,17.52,15.06,12.08,"<a class="""" href=""https://sailboatdata.com/sailboat/monsun-31/pdf"">PDF</a>",4095,06100.jpg,,1134,449,1982.0,150,12,-1,61,,94,-1,,,,,,
18,13,11.0,10.59,3.6,93.5,2.75,3140.0,1163.0,44.47,37.04,73.72,89,-1,2018.0,,1273,11.36,2.48,7.72,13.11,4.77,15.0,5.8,,16.47,31.27,43.5,35.56,13.95,"<a class="""" href=""https://sailboatdata.com/sailboat/clubswan-36/pdf"">PDF</a>",1215,01817.jpg,,1845,-1,,78,12,27,195,,-1,-1,,,,,,
34,13,6.5,5.51,2.23,18.58,1.57,998.0,,18.96,,166.18,89,-1,2004.0,,993,12.56,2.26,2.84,5.94,2.21,6.0,2.69,,,6.57,8.07,14.94,6.34,"<a class="""" href=""https://sailboatdata.com/sailboat/com-pac-eclipse/pdf"">PDF</a>",1296,01937.jpg,0.46,1277,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
19,13,9.2,8.21,3.2,54.44,1.85,3800.0,1300.0,22.81,34.21,191.48,89,39,2002.0,,1825,20.24,2.07,3.01,11.74,3.28,11.46,4.41,,,19.25,25.27,18.65,12.19,"<a class="""" href=""https://sailboatdata.com/sailboat/elan-31-humphreys/pdf"">PDF</a>",1951,02879.jpg,,876,28,,150,12,-1,275,,90,-1,,,,,,
23,30,8.43,6.71,2.87,31.4,1.47,3162.0,1270.0,14.87,40.17,292.22,89,52,1977.0,,546,22.91,1.98,1.63,10.67,3.4,9.14,2.9,,,18.16,13.24,14.87,11.2,"<a class="""" href=""https://sailboatdata.com/sailboat/contessa-28/pdf"">PDF</a>",1390,02072.jpg,,1384,313,,70,12,13,186,,283,-1,,,,,,
25,9,14.58,11.81,4.19,88.54,1.98,14651.0,5897.0,15.1,40.25,248.01,89,-1,1980.0,40.0,1846,36.7,1.73,2.0,17.04,5.79,14.87,5.27,,,49.34,39.22,15.1,18.0,"<a class="""" href=""https://sailboatdata.com/sailboat/cheoy-lee-48/pdf"">PDF</a>",1153,01726.jpg,,573,-1,,-1,-1,-1,224,,335,-1,,,,,,
50,9,12.17,9.75,3.83,69.03,1.5,8618.0,,16.76,,258.85,89,52,1987.0,,407,29.31,1.89,2.07,15.67,4.82,13.87,4.5,,,37.81,31.17,16.75,16.4,"<a class="""" href=""https://sailboatdata.com/sailboat/bowman-40-paine/pdf"">PDF</a>",700,01047.jpg,,2511,587,,98,12,157,137,,223,-1,,,,,,
36,9,11.95,9.0,3.75,72.0,2.05,5600.0,2300.0,23.29,41.07,214.04,19,52,1989.0,,1718,20.8,2.13,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ovni-36/pdf"">PDF</a>",4739,07046.jpg,0.55,560,467,2005.0,143,12,129,88,1.9,170,-1,,,,,,
18,13,6.5,6.5,2.98,41.43,1.6,1000.0,,42.22,,101.44,235,-1,2015.0,,643,7.66,3.01,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ofcet-650/pdf"">PDF</a>",4645,06904.jpg,,556,-1,,-1,-1,-1,-1,,-1,-1,,,,,11.0,
63,28,10.97,8.84,3.4,39.48,1.14,6096.0,2032.0,12.07,33.33,246.01,89,-1,1980.0,,312,26.87,1.88,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/seaforth-36/pdf"">PDF</a>",5570,08257.jpg,,2700,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
18,13,13.6,12.74,4.35,97.18,1.73,12600.0,,18.32,,169.79,89,-1,2009.0,,659,29.21,1.89,3.26,17.91,5.53,17.19,5.55,,,49.51,47.71,18.33,18.74,"<a class="""" href=""https://sailboatdata.com/sailboat/bavaria-cruiser-45/pdf"">PDF</a>",512,00766.jpg,,277,357,,150,12,164,116,,187,-1,,,,,,
23,13,12.9,9.98,3.35,83.43,1.45,7938.0,3690.0,21.4,46.48,222.41,264,52,2005.0,,552,31.14,1.7,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/bruckmann-42-daysailer/pdf"">PDF</a>",766,01144.jpg,,389,-1,,176,35,115,349,,127,-1,,,,,,
36,9,14.95,12.6,4.35,106.0,2.4,12000.0,4500.0,20.64,37.5,167.17,19,52,1994.0,,1718,27.18,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ovni-455/pdf"">PDF</a>",4752,07067.jpg,0.8,536,493,2007.0,143,12,172,196,1.97,278,-1,,,,,,
25,9,9.14,6.91,3.2,43.66,1.22,4672.0,1361.0,15.94,29.13,394.67,89,-1,1974.0,,1978,27.93,1.93,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/fortune-30/pdf"">PDF</a>",2493,03708.jpg,,680,-1,,143,12,-1,77,,106,-1,,,,,,
23,1,13.72,11.94,4.42,77.48,1.52,10404.0,3352.0,16.59,32.22,170.38,89,-1,2005.0,,915,24.61,2.05,3.03,14.61,4.47,14.17,6.32,,,32.65,44.82,16.59,15.28,"<a class="""" href=""https://sailboatdata.com/sailboat/hunter-45-cc/pdf"">PDF</a>",3131,04681.jpg,,1270,-1,,176,12,188,147,,264,-1,,,,,,
10,13,4.4,4.25,1.66,11.61,0.97,110.0,,51.41,,40.05,89,-1,1960.0,,2259,2.78,3.5,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/simoun-445/pdf"">PDF</a>",5710,08459.jpg,2.0,544,-1,1997.0,-1,-1,-1,-1,,-1,-1,,,,,,
51,30,6.2,,2.45,19.51,1.2,860.0,260.0,21.98,30.22,,89,-1,1975.0,,2151,,2.6,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/greyhound-20/pdf"">PDF</a>",2712,04024.jpg,0.6,2967,-1,1990.0,-1,-1,-1,-1,,-1,-1,,,,,,
16,9,13.18,9.91,3.96,,1.8,12193.0,3556.0,,29.17,349.26,324,-1,1969.0,,274,38.23,1.74,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/mauritius-43/pdf"">PDF</a>",3927,05858.jpg,,1631,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,13.72,10.67,4.24,85.56,2.51,8956.0,4354.0,20.25,48.62,205.58,89,52,1989.0,,793,24.08,2.06,3.0,18.2,5.33,15.88,4.66,,,48.53,37.03,20.25,18.96,"<a class="""" href=""https://sailboatdata.com/sailboat/frers-45/pdf"">PDF</a>",2538,03781.jpg,,496,158,,176,12,157,182,,217,-1,,,,,,
0,9,10.72,9.14,4.57,53.7,0.84,3629.0,,23.19,,132.28,89,-1,1970.0,,1747,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/snowgoose-35-prout/pdf"">PDF</a>",5773,08553.jpg,,1044,-1,,-1,-1,-1,68,,194,-1,0.74,,,,,
45,4,2.44,,1.22,4.65,0.6,20.0,,63.22,,,152,-1,1974.0,1200.0,1795,,4.5,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/minnow/pdf"">PDF</a>",4050,06034.jpg,0.06,-1,-1,,-1,-1,-1,-1,,-1,60,,,,,,
25,9,12.5,9.5,4.01,81.94,1.8,9380.0,3592.0,18.8,38.3,304.85,89,52,1984.0,,1684,30.27,1.92,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/belliure-41-ibold/pdf"">PDF</a>",556,00828.jpg,,297,-1,,143,12,140,235,,354,-1,,,,,,
36,8,6.43,5.49,2.29,21.18,1.37,816.0,249.0,24.71,30.56,137.79,89,-1,1980.0,,1822,10.03,2.47,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/parker-dawson-poacher/pdf"">PDF</a>",4840,07198.jpg,0.51,2047,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
51,13,8.3,7.1,3.05,,1.6,2173.0,900.0,,41.44,169.27,89,-1,1976.0,,1124,14.07,2.38,3.16,9.2,3.45,8.63,3.0,,,15.88,12.94,17.51,9.82,"<a class="""" href=""https://sailboatdata.com/sailboat/challenger-europe/pdf"">PDF</a>",1116,01672.jpg,0.7,604,-1,1984.0,-1,-1,-1,-1,,-1,-1,,,,,,
36,13,5.72,5.11,2.29,10.68,1.09,556.0,168.0,16.1,30.2,116.37,89,-1,1979.0,,936,7.45,2.81,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/west-wight-potter-19/pdf"">PDF</a>",6886,10172.jpg,0.15,1299,-1,,-1,-1,-1,-1,1.52,-1,-1,,,,,,
25,30,11.5,9.7,3.5,55.74,1.75,9000.0,3700.0,13.15,41.11,274.93,89,-1,1980.0,,1688,35.37,1.7,1.59,13.39,4.2,12.85,4.3,,,28.12,27.63,13.15,14.03,"<a class="""" href=""https://sailboatdata.com/sailboat/najad-37/pdf"">PDF</a>",4288,06363.jpg,,1821,472,1983.0,150,12,144,156,,181,-1,,,,,,
5,13,15.54,14.2,8.05,132.02,1.37,17000.0,,20.39,,165.55,89,-1,1994.0,14.0,1428,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/privilege-51/pdf"">PDF</a>",5063,07536.jpg,,1379,525,,143,41,157,301,,335,-1,0.66,,,,,
25,9,13.36,11.79,3.94,80.36,1.93,13608.0,4536.0,14.39,33.33,231.61,89,52,1976.0,200.0,546,38.18,1.67,2.07,16.46,5.49,14.63,4.82,,,45.15,35.23,14.4,17.35,"<a class="""" href=""https://sailboatdata.com/sailboat/peterson-44-cutter/pdf"">PDF</a>",4928,07341.jpg,,1360,165,1983.0,98,12,174,212,,242,-1,,,,,,
19,13,9.99,8.75,3.46,51.19,1.9,4000.0,1520.0,20.72,38.0,166.35,89,-1,1999.0,,1848,17.91,2.2,3.61,12.93,3.67,12.2,4.5,,,23.72,27.45,20.72,13.44,"<a class="""" href=""https://sailboatdata.com/sailboat/elan-333/pdf"">PDF</a>",1955,02885.jpg,,873,18,2005.0,176,12,45,318,,106,-1,,,,,,
23,30,14.1,12.19,4.19,108.7,1.98,12599.0,5601.0,20.49,44.45,193.76,248,52,1995.0,,793,31.25,1.82,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/hylas-46/pdf"">PDF</a>",3179,04747.jpg,,1281,-1,,176,12,188,185,,335,-1,,,,,19.2,
19,13,14.26,12.4,4.15,124.95,2.9,7600.0,3600.0,32.99,47.37,111.11,89,52,1996.0,,265,18.81,2.13,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/concordia-47/pdf"">PDF</a>",1371,02045.jpg,,499,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
34,9,11.63,9.78,3.86,80.64,2.03,10886.0,3175.0,16.76,29.17,324.53,89,52,1980.0,85.0,1102,37.18,1.76,1.51,13.72,6.71,12.65,5.03,,,45.99,31.81,16.17,15.27,"<a class="""" href=""https://sailboatdata.com/sailboat/kadey-krogen-38/pdf"">PDF</a>",3464,05171.jpg,0.96,1435,-1,1991.0,94,12,138,156,,252,-1,,,,,,
3,13,6.71,6.61,3.96,24.81,0.86,794.0,,29.48,,76.77,89,-1,1994.0,,459,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/maine-cat-22/pdf"">PDF</a>",3812,05684.jpg,0.28,1619,-1,,-1,-1,-1,-1,,-1,-1,0.91,,,,,
3,13,4.88,,2.29,15.51,,171.0,,51.35,,,506,-1,1948.0,,206,,,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/jumpahead/pdf"">PDF</a>",3452,05155.jpg,0.2,212,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,11.79,9.53,3.56,68.56,1.83,6622.0,2994.0,19.84,45.21,213.58,106,52,1970.0,29.0,316,25.56,1.91,2.85,15.24,5.18,12.73,4.57,,,39.48,29.09,19.84,16.1,"<a class="""" href=""https://sailboatdata.com/sailboat/cal-39/pdf"">PDF</a>",863,01295.jpg,,1381,190,1971.0,98,12,-1,66,,137,-1,,,,,,
19,13,7.85,6.55,2.46,33.54,1.52,2375.0,862.0,19.21,36.29,235.15,89,52,2007.0,,2004,21.96,1.86,2.54,10.01,3.07,10.16,3.58,,,15.37,18.19,19.23,10.47,"<a class="""" href=""https://sailboatdata.com/sailboat/harbor-25/pdf"">PDF</a>",2901,04332.jpg,,2830,88,,176,12,-1,-1,,-1,-1,,,,,,
42,13,6.55,5.11,2.26,18.3,0.69,1016.0,363.0,18.46,35.71,212.79,89,-1,1962.0,,1860,13.19,2.27,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/ballerina-ii/pdf"">PDF</a>",405,00591.jpg,,2069,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,30,8.76,6.59,2.55,32.52,1.52,3150.0,1406.0,15.43,44.64,307.23,89,-1,1972.0,150.0,77,26.66,1.76,1.57,10.33,3.35,9.1,3.3,,,17.32,15.02,15.35,10.86,"<a class="""" href=""https://sailboatdata.com/sailboat/alo-28/pdf"">PDF</a>",147,00221.jpg,,107,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
23,30,9.14,7.24,3.2,40.23,1.47,3629.0,1270.0,17.38,35.0,266.59,89,52,1983.0,,1855,21.05,2.1,2.06,12.19,3.73,10.44,3.35,,,22.76,17.5,17.39,12.75,"<a class="""" href=""https://sailboatdata.com/sailboat/mirage-30/pdf"">PDF</a>",4067,06057.jpg,,1763,-1,,-1,12,27,302,,90,-1,,,,,,
23,30,12.9,10.6,4.02,84.36,1.95,9000.0,4000.0,19.9,44.44,210.55,89,52,1981.0,42.0,575,26.67,1.95,2.89,17.5,5.28,15.51,4.92,,,46.18,38.15,19.89,18.27,"<a class="""" href=""https://sailboatdata.com/sailboat/trintella-42/pdf"">PDF</a>",6535,09669.jpg,,175,522,1989.0,143,12,173,97,,194,-1,,,,,,
25,30,9.14,8.21,3.05,45.99,1.62,4717.0,1950.0,16.68,41.35,237.99,89,-1,1977.0,,2041,26.88,1.84,2.26,12.8,3.96,11.28,3.66,,,25.36,20.62,16.68,13.4,"<a class="""" href=""https://sailboatdata.com/sailboat/irwin-30-citation/pdf"">PDF</a>",3274,04894.jpg,,1312,-1,,176,12,33,58,,156,-1,,,,,14.05,
19,30,11.63,10.69,3.96,59.27,1.55,7780.0,,15.41,,177.37,89,-1,2002.0,,189,24.18,2.02,2.77,14.05,4.42,12.29,4.6,,,31.04,28.25,15.41,14.72,"<a class="""" href=""https://sailboatdata.com/sailboat/beneteau-393/pdf"">PDF</a>",573,00858.jpg,,299,-1,,143,12,136,68,,222,-1,,,,,,
25,9,13.05,11.66,4.17,79.9,1.91,10659.0,4354.0,16.84,40.85,187.47,89,39,1987.0,,195,28.16,1.91,2.84,16.76,5.18,14.94,4.88,,,43.43,36.42,16.83,17.55,"<a class="""" href=""https://sailboatdata.com/sailboat/taswell-43/pdf"">PDF</a>",6385,09464.jpg,,2610,209,,176,12,163,166,,325,-1,,,,,18.9,
63,30,7.92,6.71,2.44,,0.91,2948.0,753.0,,25.54,272.52,531,-1,1957.0,,1472,27.13,1.72,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/eventide-26/pdf"">PDF</a>",2145,03181.jpg,,2786,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
10,13,4.27,4.11,2.18,9.75,1.37,95.0,,47.59,,38.1,582,-1,1946.0,,2129,1.73,4.82,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/merlin-rocket/pdf"">PDF</a>",4013,05979.jpg,0.18,2776,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
19,13,7.49,6.76,2.59,28.99,1.58,1250.0,510.0,25.47,40.8,112.87,89,39,1997.0,,265,10.75,2.43,5.25,9.1,2.6,9.4,3.65,,,11.83,17.16,25.47,9.47,"<a class="""" href=""https://sailboatdata.com/sailboat/beneteau-25-platu/pdf"">PDF</a>",563,00841.jpg,,302,-1,,-1,-1,-1,-1,,-1,-1,,,,,,
25,9,17.68,14.61,5.03,132.48,2.36,29484.0,8845.0,14.18,30.0,263.7,89,52,1999.0,,195,47.17,1.65,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/taswell-58-rs/pdf"">PDF</a>",6390,09470.jpg,,2610,279,,176,12,28,307,,7,-1,,,,,,
8,24,7.62,,2.67,37.53,1.5,2041.0,,23.78,,,350,-1,1991.0,,103,,2.12,,,,,,,,,,,,"<a class="""" href=""https://sailboatdata.com/sailboat/norfolk-smuggler/pdf"">PDF</a>",4510,06699.jpg,0.84,1914,87,,176,12,33,244,1.78,72,-1,,,,,,
25,30,7.62,5.8,2.7,23.6,1.25,1800.0,750.0,16.26,41.66,257.04,89,-1,1969.0,2150.0,1730,16.11,2.24,2.04,9.15,2.8,7.7,2.81,,,12.82,10.82,16.28,9.57,"<a class="""" href=""https://sailboatdata.com/sailboat/sangria-25-jeanneau/pdf"">PDF</a>",5417,08049.jpg,,1374,-1,1982.0,-1,-1,-1,202,,393,-1,,,,,,
19,13,11.0,10.13,3.48,68.47,2.6,3975.0,2330.0,27.83,58.62,106.61,57,52,2013.0,,1311,15.5,2.22,5.72,14.85,4.32,15.3,4.76,5.81,,32.07,36.42,27.84,15.47,"<a class="""" href=""https://sailboatdata.com/sailboat/bolt-37/pdf"">PDF</a>",661,00994.jpg,,719,-1,,176,12,66,-1,,-1,46,,,,,,
